date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:43:54	550/550	---MCZ	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp0.z)')	text/plain	etag:W/%22cacheable:6f218704aacd658c1ebf1fbd2d3e0350%22	https://www.lotusartstudio.co.uk/robots.txt		(from )
09:43:54	186724/186724	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:441d8f35ab9f58ebe016264be0c84a46%22	https://www.lotusartstudio.co.uk/	www.lotusartstudio.co.uk/index.html	(from )
09:43:54	0/0	---MCZ	404	error ('Not%20Found')	text/javascript	etag:W/%22cacheable:d9e663e57e7173fe9d9359c45b359ddb%22	https://www.lotusartstudio.co.uk/gtm.js?id=	www.lotusartstudio.co.uk/gtm5445.js	(from https://www.lotusartstudio.co.uk/)
09:43:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:58:55%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/files/logo-icon_32x32.png?v=1613162098	www.lotusartstudio.co.uk/cdn/shop/files/logo-icon_32x32.1faa5.delayed	(from https://www.lotusartstudio.co.uk/)
09:43:56	2054/2054	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2020:39:31%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/files/logo-icon_32x32.png?v=1613162098	www.lotusartstudio.co.uk/cdn/shop/files/logo-icon_32x32faa5.png	(from https://www.lotusartstudio.co.uk/)
09:43:58	3876/3876	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202024%2003:58:57%20GMT	https://www.lotusartstudio.co.uk/checkouts/internal/preloads.js?locale=en-GB	www.lotusartstudio.co.uk/checkouts/internal/preloads6116.js	(from https://www.lotusartstudio.co.uk/)
09:43:58	0/0	---MCZ	404	error ('Not%20Found')	text/javascript	etag:W/%22cacheable:a2710a3ce850470b60e2715b9068debb%22	https://www.lotusartstudio.co.uk/modules/chunk.common_13449db8.esm.js	www.lotusartstudio.co.uk/modules/chunk.common_13449db8.esm.4.delayed	(from https://www.lotusartstudio.co.uk/)
09:43:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:58:59%20GMT	http://www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	(from https://www.lotusartstudio.co.uk/)
09:44:00	12547/12547	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2014%20Mar%202024%2013:37:00%20GMT	https://www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/storefront/load_feature-9f951eb7d8d53973c719de211f807d63af81c644e5b9a6ae72661ac408d472f6.js	(from https://www.lotusartstudio.co.uk/)
09:44:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:01%20GMT	http://www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-80e528be853eac23af2454534897ca9536b1d3d04aa043b042f34879a3c111c8.js?v=20220906	www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-80e528be853eac23af2454534897ca9536b1d3d04aa043b042f34879a3c111c8b805.js	(from https://www.lotusartstudio.co.uk/)
09:44:03	51984/51984	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2002%20Apr%202024%2020:15:07%20GMT	https://www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-80e528be853eac23af2454534897ca9536b1d3d04aa043b042f34879a3c111c8.js?v=20220906	www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-80e528be853eac23af2454534897ca9536b1d3d04aa043b042f34879a3c111c8b805.js	(from https://www.lotusartstudio.co.uk/)
09:44:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:03%20GMT	http://www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://www.lotusartstudio.co.uk/)
09:44:04	37678/37678	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2011%20Jan%202024%2023:37:16%20GMT	https://www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://www.lotusartstudio.co.uk/)
09:44:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:05%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/t/64/assets/lazysizes.min.js?v=174358363404432586981553156437	www.lotusartstudio.co.uk/cdn/shop/t/64/assets/lazysizes.min295b.js	(from https://www.lotusartstudio.co.uk/)
09:44:06	24117/24117	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2006%20Mar%202024%2022:38:09%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/t/64/assets/lazysizes.min.js?v=174358363404432586981553156437	www.lotusartstudio.co.uk/cdn/shop/t/64/assets/lazysizes.min295b.js	(from https://www.lotusartstudio.co.uk/)
09:44:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:07%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/t/64/assets/theme.scss.css?v=150387887927523304061698934776	www.lotusartstudio.co.uk/cdn/shop/t/64/assets/theme.scssf4b4.css	(from https://www.lotusartstudio.co.uk/)
09:44:09	126122/126122	---MCZ	200	added ('OK')	text/css	date:Wed,%2006%20Mar%202024%2021:22:30%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/t/64/assets/theme.scss.css?v=150387887927523304061698934776	www.lotusartstudio.co.uk/cdn/shop/t/64/assets/theme.scssf4b4.css	(from https://www.lotusartstudio.co.uk/)
09:44:09	169178/169178	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:42a8bc54e5aad514f86a49d014642f92%22	https://www.lotusartstudio.co.uk/POST	www.lotusartstudio.co.uk/POST	(from https://www.lotusartstudio.co.uk/)
09:44:10	50573/50573	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%22cacheable:42a8bc54e5aad514f86a49d014642f92%22	https://www.lotusartstudio.co.uk/cdn	www.lotusartstudio.co.uk/cdn	(from https://www.lotusartstudio.co.uk/)
09:44:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:11%20GMT	http://www.lotusartstudio.co.uk/cdn/s/trekkie.storefront.88baf04046928b6edf6574afd22dbd026cc7d568.min.js	www.lotusartstudio.co.uk/cdn/s/trekkie.storefront.88baf04046928b6edf6574afd22dbd026cc7d568.min.js	(from https://www.lotusartstudio.co.uk/)
09:44:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:13%20GMT	http://www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	(from https://www.lotusartstudio.co.uk/)
09:44:13	115416/115416	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2012%20Apr%202024%2019:54:54%20GMT	https://www.lotusartstudio.co.uk/cdn/s/trekkie.storefront.88baf04046928b6edf6574afd22dbd026cc7d568.min.js	www.lotusartstudio.co.uk/cdn/s/trekkie.storefront.88baf04046928b6edf6574afd22dbd026cc7d568.min.js	(from https://www.lotusartstudio.co.uk/)
09:44:14	8298/8298	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2023%20Feb%202024%2018:46:29%20GMT	https://www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	www.lotusartstudio.co.uk/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	(from https://www.lotusartstudio.co.uk/)
09:44:16	59535/59535	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Jan%202024%2021:03:58%20GMT	https://www.lotusartstudio.co.uk/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	www.lotusartstudio.co.uk/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://www.lotusartstudio.co.uk/)
09:44:17	195911/195911	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:f7d6759779a4e7e9e678ca4913886b49%22	https://www.lotusartstudio.co.uk/collections	www.lotusartstudio.co.uk/collections.html	(from https://www.lotusartstudio.co.uk/)
09:44:18	209012/209012	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:b09ada20bbf6b8096fd8c6d3e90e591f%22	https://www.lotusartstudio.co.uk/collections/handmade-birthday-cards	www.lotusartstudio.co.uk/collections/handmade-birthday-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:19	208144/208144	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:a2f574918dc4c4be4071b2a35947eb61%22	https://www.lotusartstudio.co.uk/collections/handmade-wedding-cards	www.lotusartstudio.co.uk/collections/handmade-wedding-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:20	210074/210074	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:300db861496462b6f34df23fa9be71cd%22	https://www.lotusartstudio.co.uk/collections/handmade-anniversary-cards	www.lotusartstudio.co.uk/collections/handmade-anniversary-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:21	215057/215057	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:dfa0d5f80cca46b29e7cda8ab23b09fe%22	https://www.lotusartstudio.co.uk/collections/best-sellers	www.lotusartstudio.co.uk/collections/best-sellers.html	(from https://www.lotusartstudio.co.uk/)
09:44:22	172444/172444	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:391847139e08b7d80362af8eb6fb0e78%22	https://www.lotusartstudio.co.uk/account/login	www.lotusartstudio.co.uk/account/login.html	(from https://www.lotusartstudio.co.uk/)
09:44:23	189539/189539	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:7cbed1c0ba8e90592af3c21604241569%22	https://www.lotusartstudio.co.uk/collections/handmade-engagement-cards	www.lotusartstudio.co.uk/collections/handmade-engagement-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:24	198643/198643	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:5031193c39997d1d1ce416bad1ae3364%22	https://www.lotusartstudio.co.uk/collections/handmade-new-baby-cards	www.lotusartstudio.co.uk/collections/handmade-new-baby-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:25	190535/190535	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:7ae9389cf1758c84600dafba5899917f%22	https://www.lotusartstudio.co.uk/collections/christening-communion-cards	www.lotusartstudio.co.uk/collections/christening-communion-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:26	193428/193428	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:fd053248f8d2dff2ef2f9dbe51a8d5f4%22	https://www.lotusartstudio.co.uk/collections/handmade-graduation-cards	www.lotusartstudio.co.uk/collections/handmade-graduation-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:27	177006/177006	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:820b3d133a12cf1693ccf9a274f50707%22	https://www.lotusartstudio.co.uk/collections/handmade-new-home-cards	www.lotusartstudio.co.uk/collections/handmade-new-home-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:28	173877/173877	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:f47a9994f0fedc330e94b8f1d86a2caa%22	https://www.lotusartstudio.co.uk/collections/handmade-retirement-cards	www.lotusartstudio.co.uk/collections/handmade-retirement-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:29	173900/173900	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:5be1676a0b7ca7c3ecede2e48e215544%22	https://www.lotusartstudio.co.uk/collections/handmade-thank-you-cards	www.lotusartstudio.co.uk/collections/handmade-thank-you-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:30	186920/186920	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:f5e920e56eaedc8ab416a9c5b1c39c86%22	https://www.lotusartstudio.co.uk/collections/handmade-sympathy-cards	www.lotusartstudio.co.uk/collections/handmade-sympathy-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:31	208777/208777	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:86b1a919628e1921e8c5deca4630bd2e%22	https://www.lotusartstudio.co.uk/collections/handmade-christmas-cards	www.lotusartstudio.co.uk/collections/handmade-christmas-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:32	209001/209001	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:5784c879ceae4ab60e9cbfca2c280260%22	https://www.lotusartstudio.co.uk/collections/handmade-valentines-cards	www.lotusartstudio.co.uk/collections/handmade-valentines-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:33	209099/209099	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:69633c7327a7972c426bc583cbf56c0e%22	https://www.lotusartstudio.co.uk/collections/handmade-mothers-day-cards	www.lotusartstudio.co.uk/collections/handmade-mothers-day-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:34	183199/183199	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:13f5dd2eeed8d21011073fed5e36cd10%22	https://www.lotusartstudio.co.uk/collections/st-patricks-day-cards	www.lotusartstudio.co.uk/collections/st-patricks-day-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:35	195209/195209	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:af968223623611f927b0f5ea7cb3f309%22	https://www.lotusartstudio.co.uk/collections/handmade-easter-cards	www.lotusartstudio.co.uk/collections/handmade-easter-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:36%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/files/logo-22_6e4ccc61-65db-4fc3-8ba3-0c167c14f82e_55x.png?v=1613521855	www.lotusartstudio.co.uk/cdn/shop/files/logo-22_6e4ccc61-65db-4fc3-8ba3-0c167c14f82e_55x.2a6ff3.delayed	(from https://www.lotusartstudio.co.uk/)
09:44:36	201297/201297	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:056e5ccc9a10b992c9036ae9ee4222fb%22	https://www.lotusartstudio.co.uk/collections/handmade-fathers-day-cards	www.lotusartstudio.co.uk/collections/handmade-fathers-day-cards.html	(from https://www.lotusartstudio.co.uk/)
09:44:37	3811/3811	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Apr%202024%2005:41:07%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/files/logo-22_6e4ccc61-65db-4fc3-8ba3-0c167c14f82e_55x.png?v=1613521855	www.lotusartstudio.co.uk/cdn/shop/files/logo-22_6e4ccc61-65db-4fc3-8ba3-0c167c14f82e_55x6ff3.png	(from https://www.lotusartstudio.co.uk/)
09:44:39	169952/169952	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:a75e698fd16a82900ff8f3f90f1eb87e%22	https://www.lotusartstudio.co.uk/search	www.lotusartstudio.co.uk/search.html	(from https://www.lotusartstudio.co.uk/)
09:44:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:40%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/files/137BH-hero_1x1.jpg?v=1682076385	www.lotusartstudio.co.uk/cdn/shop/files/137BH-hero_1x1f58f.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:40	168832/168832	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:8a7fee9544b1d1671d7269c18654f575%22	https://www.lotusartstudio.co.uk/cart	www.lotusartstudio.co.uk/cart.html	(from https://www.lotusartstudio.co.uk/)
09:44:41	952/952	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202024%2013:50:57%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/files/137BH-hero_1x1.jpg?v=1682076385	www.lotusartstudio.co.uk/cdn/shop/files/137BH-hero_1x1f58f.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:42	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:42%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/files/137BH-hero_{width}x.jpg?v=1682076385	www.lotusartstudio.co.uk/cdn/shop/files/137BH-hero_{width}xf58f.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:43	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Apr%202024%2003:59:43%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/files/137BH-hero_%7Bwidth%7Dx.jpg?v=1682076385	www.lotusartstudio.co.uk/cdn/shop/files/137BH-hero_{width}xf58f.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:44%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/files/137BH-hero_980x.jpg?v=1682076385	www.lotusartstudio.co.uk/cdn/shop/files/137BH-hero_980xf58f.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:47	114698/114698	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202024%2005:28:25%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/files/137BH-hero_980x.jpg?v=1682076385	www.lotusartstudio.co.uk/cdn/shop/files/137BH-hero_980xf58f.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:46%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/collections/handmade-birthday-cards-1_1x1.jpg?v=1562255379	www.lotusartstudio.co.uk/cdn/shop/collections/handmade-birthday-cards-1_1x1f326.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:47	953/953	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202024%2016:02:08%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/collections/handmade-birthday-cards-1_1x1.jpg?v=1562255379	www.lotusartstudio.co.uk/cdn/shop/collections/handmade-birthday-cards-1_1x1f326.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:48%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/collections/handmade-birthday-cards-1_800x.jpg?v=1562255379	www.lotusartstudio.co.uk/cdn/shop/collections/handmade-birthday-cards-1_800xf326.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:50%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/collections/new-baby-1_895933a5-f73d-4136-bec1-17e4f9d51513_1x1.jpg?v=1537357491	www.lotusartstudio.co.uk/cdn/shop/collections/new-baby-1_895933a5-f73d-4136-bec1-17e4f9d51513_1x19eee.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:51	178062/178062	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202024%2016:02:09%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/collections/handmade-birthday-cards-1_800x.jpg?v=1562255379	www.lotusartstudio.co.uk/cdn/shop/collections/handmade-birthday-cards-1_800xf326.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:51	953/953	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202024%2013:50:57%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/collections/new-baby-1_895933a5-f73d-4136-bec1-17e4f9d51513_1x1.jpg?v=1537357491	www.lotusartstudio.co.uk/cdn/shop/collections/new-baby-1_895933a5-f73d-4136-bec1-17e4f9d51513_1x19eee.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:52%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/collections/new-baby-1_895933a5-f73d-4136-bec1-17e4f9d51513_800x.jpg?v=1537357491	www.lotusartstudio.co.uk/cdn/shop/collections/new-baby-1_895933a5-f73d-4136-bec1-17e4f9d51513_800x9eee.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:54%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/collections/wedding-cards_1x1.jpg?v=1534848747	www.lotusartstudio.co.uk/cdn/shop/collections/wedding-cards_1x160ba.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:56	283415/283415	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202024%2016:02:23%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/collections/new-baby-1_895933a5-f73d-4136-bec1-17e4f9d51513_800x.jpg?v=1537357491	www.lotusartstudio.co.uk/cdn/shop/collections/new-baby-1_895933a5-f73d-4136-bec1-17e4f9d51513_800x9eee.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:56	952/952	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202024%2013:50:57%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/collections/wedding-cards_1x1.jpg?v=1534848747	www.lotusartstudio.co.uk/cdn/shop/collections/wedding-cards_1x160ba.jpg	(from https://www.lotusartstudio.co.uk/)
09:44:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:57%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/collections/wedding-cards_800x.jpg?v=1534848747	www.lotusartstudio.co.uk/cdn/shop/collections/wedding-cards_800x60ba.jpg	(from https://www.lotusartstudio.co.uk/)
09:45:00	193254/193254	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202024%2016:03:24%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/collections/wedding-cards_800x.jpg?v=1534848747	www.lotusartstudio.co.uk/cdn/shop/collections/wedding-cards_800x60ba.jpg	(from https://www.lotusartstudio.co.uk/)
09:45:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2003:59:59%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/collections/anniversary-1_322a2969-8116-4acb-8db8-ac2e71dc2e57_1x1.jpg?v=1539255230	www.lotusartstudio.co.uk/cdn/shop/collections/anniversary-1_322a2969-8116-4acb-8db8-ac2e71dc2e57_1x19aeb.jpg	(from https://www.lotusartstudio.co.uk/)
09:45:00	953/953	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Apr%202024%2013:50:57%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/collections/anniversary-1_322a2969-8116-4acb-8db8-ac2e71dc2e57_1x1.jpg?v=1539255230	www.lotusartstudio.co.uk/cdn/shop/collections/anniversary-1_322a2969-8116-4acb-8db8-ac2e71dc2e57_1x19aeb.jpg	(from https://www.lotusartstudio.co.uk/)
09:45:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Apr%202024%2004:00:01%20GMT	http://www.lotusartstudio.co.uk/cdn/shop/collections/anniversary-1_322a2969-8116-4acb-8db8-ac2e71dc2e57_800x.jpg?v=1539255230	www.lotusartstudio.co.uk/cdn/shop/collections/anniversary-1_322a2969-8116-4acb-8db8-ac2e71dc2e57_800x9aeb.jpg	(from https://www.lotusartstudio.co.uk/)
09:45:03	166863/166863	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202024%2016:03:39%20GMT	https://www.lotusartstudio.co.uk/cdn/shop/collections/anniversary-1_322a2969-8116-4acb-8db8-ac2e71dc2e57_800x.jpg?v=1539255230	www.lotusartstudio.co.uk/cdn/shop/collections/anniversary-1_322a2969-8116-4acb-8db8-ac2e71dc2e57_800x9aeb.jpg	(from https://www.lotusartstudio.co.uk/)
09:45:04	248758/248758	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:cc08cf4bb6b29c1772b37a77123873a9%22	https://www.lotusartstudio.co.uk/products/luxury-boxed-birthday-card-birthday-tie	www.lotusartstudio.co.uk/products/luxury-boxed-birthday-card-birthday-tie.html	(from https://www.lotusartstudio.co.uk/)
09:45:05	251080/251080	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:2c2024b31034d8f5b5796d2fbc4062fa%22	https://www.lotusartstudio.co.uk/products/a5-boxed-handmade-birthday-card-mellow-bouquet	www.lotusartstudio.co.uk/products/a5-boxed-handmade-birthday-card-mellow-bouquet.html	(from https://www.lotusartstudio.co.uk/)
09:45:06	220720/220720	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:64b60e07e7dc994d63ddbfb0e08a7a58%22	https://www.lotusartstudio.co.uk/products/a4-luxury-boxed-sympathy-card-deepest-condolences	www.lotusartstudio.co.uk/products/a4-luxury-boxed-sympathy-card-deepest-condolences.html	(from https://www.lotusartstudio.co.uk/)
09:45:07	185918/185918	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:6bf348f125a5407436a02cc71e580bb0%22	https://www.lotusartstudio.co.uk/pages/faqs	www.lotusartstudio.co.uk/pages/faqs.html	(from https://www.lotusartstudio.co.uk/)
09:45:08	174413/174413	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:6d4624ea1c1dd4bb262141b225adbaf2%22	https://www.lotusartstudio.co.uk/pages/delivery-and-returns	www.lotusartstudio.co.uk/pages/delivery-and-returns.html	(from https://www.lotusartstudio.co.uk/)
09:45:09	187409/187409	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:a68895e84edffc01729624044a9c1ead%22	https://www.lotusartstudio.co.uk/pages/terms-and-conditions	www.lotusartstudio.co.uk/pages/terms-and-conditions.html	(from https://www.lotusartstudio.co.uk/)
09:45:10	182789/182789	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:ab18be63f9552bd3c19cc62d56d01931%22	https://www.lotusartstudio.co.uk/pages/privacy-policy	www.lotusartstudio.co.uk/pages/privacy-policy.html	(from https://www.lotusartstudio.co.uk/)
09:45:11	230182/230182	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:746d9dfdfafe0ec16a71f4ebd0faaecc%22	https://www.lotusartstudio.co.uk/pages/customer-reviews	www.lotusartstudio.co.uk/pages/customer-reviews.html	(from https://www.lotusartstudio.co.uk/)
